Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Turkey,TUR,13995067817.5092,7988888888.88889,8922222222.22222,10355555555.5556,11177777777.7778,11966666666.6667,14100000000.0,15644444444.4444,17500000000.0,19466666666.6667,17086956521.7391,16256619963.7997,20431095406.3604,25724381625.4417,35599913836.4328,44633707242.7642,51280134554.2889,58676813687.3681,65147022485.7919,89394085658.2038,68789289565.7434,71040020140.4436,64546332580.7583,61678280115.4987,59989909457.8379,67234948264.5987,75728009962.7878,87172789528.3316,90852814004.9917,107143348667.094,150676291094.21,150027833333.333,158459130434.783,180169736363.636,130690172297.297,169485941048.035,181475555282.555,189834649111.257,275967393939.394,256385525071.633,274302959053.103,201751148417.102,240253216295.117,314592428076.487,408876042651.701,506308311476.63,557057829051.453,681337335021.874,770462156204.38,649272568774.193,776992599946.766,838762755164.179,880556375779.51,957783020853.031,938952628604.067,864316670330.882,869692960365.551,858996263095.858,778471901665.148,761004425605.414,719954821683.31,
Uganda,UGA,423008385.744235,441524109.014675,449012578.616352,516147798.742138,589056603.773585,884873949.579832,925770308.123249,967647058.823529,1037815126.05042,1169047619.04762,1260084033.61345,1417787114.84594,1491596638.65546,1702521008.40336,2100142653.35235,2359555555.55556,2447300000.0,2936470588.23529,2420260869.56522,2139025000.0,1244610000.0,1337300000.0,2177500000.0,2240333333.33333,3615647477.05434,3519666338.52454,3923232122.12784,6269511614.66235,6508931651.66667,5276480985.99937,4304398865.88268,3321729057.12215,2857457860.05088,3220439044.18949,3990430446.71216,5755818947.42125,6044585326.938,6269333313.17108,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.57246,6178563590.89254,6606884390.78019,7939487473.86318,9239221858.55839,9977647644.69953,11902564401.3238,14440404021.4881,25127805566.4346,26673441667.2778,27871725205.585,27305915761.2794,28915786996.5408,32612397758.4418,32387183844.6574,29203988814.8973,30744473911.5312,32927025573.4296,35353060634.2022,37600368180.9399,
Upper middle income,UMC,247694503474.294,218421239119.893,223888727096.647,234874004304.481,269553079617.502,301160769330.873,332790171188.329,334713663605.491,349205130637.458,391400143169.023,428332259709.144,465940338640.292,530385086338.359,689567021479.781,854884777867.661,941983275335.337,993367514364.728,1098514162594.86,1178099610425.18,1430397973194.7,1662233216555.57,1796346669457.93,1716315724256.42,1628654016171.54,1679567793589.85,1773396239903.13,1802638562702.18,1923755368848.88,2127060037526.21,2193151438838.59,2588194433617.7,2505397436187.43,2621722586364.26,2879386504809.29,3195405298155.77,3595553950406.55,3909678002435.92,4185192069044.11,4134444381128.21,3905451257513.58,4312394262751.61,4336815144090.02,4374743108263.35,4901918705088.76,5877031210366.28,7065563484877.21,8393394248399.71,10423985584899.0,12715235052756.8,12224830666761.2,14840817845734.8,17890163653443.7,19157603648259.3,20578424047300.4,21218927568655.4,19921765647938.7,19820564982787.2,21939479714731.7,23638682947940.0,24035310180476.7,23150665555175.7,
Uruguay,URY,1242289239.20493,1547388781.43133,1710004407.22785,1539681490.78174,1975701816.46615,1890769326.14221,1809183974.52669,1597721080.00991,1593675330.16467,2004435483.87097,2137096774.19355,2807258064.51613,2189418001.37898,3964295672.52444,4090209681.97172,3538283322.07726,3667161241.48372,4114667062.64917,4910257282.93153,7181185277.98651,10163020115.7344,11048335541.4933,9178802162.6616,5102281255.99986,4850241442.17643,4732017873.38369,5880112788.40947,7367494080.40014,8213515458.51139,8438951476.06644,9298839655.23138,11205971155.2758,12878199880.9839,15002106518.4847,17474647792.3829,19297663096.5506,20515543039.2132,23969823010.4429,25385928188.7719,23983945190.6202,22823255801.8447,20898788416.6348,13606494599.4261,12045631092.5353,13686329890.1191,17362857683.8545,19579457966.0538,23410572634.3147,30366213119.2928,31660911277.0294,40284481651.9021,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,57236652490.1699,64233966861.2518,64515038268.1373,61231149880.5857,53628827440.3582,
United States,USA,543300000000.0,563300000000.0,605100000000.0,638600000000.0,685800000000.0,743700000000.0,815000000000.0,861700000000.0,942500000000.0,1019900000000.0,1073303000000.0,1164850000000.0,1279110000000.0,1425376000000.0,1545243000000.0,1684904000000.0,1873412000000.0,2081826000000.0,2351599000000.0,2627333000000.0,2857307000000.0,3207041000000.0,3343789000000.0,3634038000000.0,4037613000000.0,4338979000000.0,4579631000000.0,4855215000000.0,5236438000000.0,5641580000000.0,5963144000000.0,6158129000000.0,6520327000000.0,6858559000000.0,7287236000000.0,7639749000000.0,8073122000000.0,8577554457000.0,9062818202000.0,9630664202000.0,10252345464000.0,10581821399000.0,10936419054000.0,11458243878000.0,12213729147000.0,13036640230000.0,13814611414000.0,14451858656000.0,14712844084000.0,14448933025000.0,14992052727000.0,15542581104000.0,16197007349000.0,16784849196000.0,17527163695000.0,18238300569000.0,18745075687000.0,19542979183000.0,20611860934000.0,21433224697000.0,20953030000000.0,
St. Vincent and the Grenadines,VCT,13066557.7786852,13999883.3343055,14524878.959342,13708219.0981742,14758210.3482471,15108207.4316047,16099865.8344514,15835177.9329133,15350000.0,16650000.0,18450000.0,20051648.1847182,27585488.9918284,30165373.6218865,32924215.8581726,33237164.715642,32792480.9729606,49353161.8518519,60844771.4814815,71096359.6296296,82340339.6296296,102086539.259259,113759203.333333,122255349.62963,135024987.777778,145641705.185185,160846656.666667,175580647.407407,200726712.592593,214745002.222222,240366666.666667,254829629.62963,277955555.555556,286307407.407407,289437037.037037,316007407.407407,331488888.888889,347770370.37037,373618518.518519,390718518.518519,396262962.962963,430040740.740741,461885185.185185,481807407.407407,521974074.074074,550729629.62963,610929629.62963,684444444.444444,695429629.62963,674922222.222222,681225925.925926,676129629.62963,692933333.333333,721207407.407407,727714814.814815,755400000.0,774429629.62963,792177777.777778,811300000.0,825040740.740741,807474074.074074,
World,WLD,1387318093950.51,1443856420080.28,1545480664614.92,1666137646532.85,1824276762955.66,1987340349873.47,2156806173887.6,2294907791423.81,2476959315981.41,2732048464635.14,2987137961245.15,3299633208751.21,3804813156576.32,4641813800081.13,5349917660545.79,5959524027133.65,6479321759689.83,7328421393986.89,8630915897864.47,10024802145583.3,11301342788676.5,11691700654139.3,11575393234480.0,11802798948082.8,12233861106850.9,12867067704326.6,15214197594918.7,17316905064046.0,19339159496256.6,20135606171256.5,22699238380982.9,23680282881569.7,25382861966747.1,25820129586354.2,27874264172130.2,31043365473720.0,31736303773998.2,31619825931745.3,31539757442893.6,32734252486333.8,33815965497462.6,33609211427621.5,34884368459978.9,39128640757108.8,44095864270016.4,47773981888484.2,51769424091305.2,58321351515739.1,64014455631901.5,60730361716385.6,66488281440229.6,73653745496223.1,75312277992941.6,77439507217123.8,79557660119700.0,75112444159420.1,76305058874647.8,81193291658568.8,86267600625419.4,87568054407493.1,84746979120044.5,
South Africa,ZAF,7575396973.02288,7972996814.14993,8497996604.37052,9423396234.59933,10373995854.7587,11334395471.0023,12354995063.1911,13777394494.8287,14894594048.4181,16780393294.8904,18418392640.3787,20333691315.9642,21357435928.3439,29295674714.2466,36807721037.6395,38114542813.0982,36603349970.1683,40651349966.8691,46739449961.9073,57645721018.0263,82980483387.953,85454420500.0266,78423059789.8803,87415851375.5347,77344092906.7265,59082638803.5266,67521602553.14,88573697223.1721,95176640968.0367,99030856824.7526,115552349036.929,123943432441.241,134545231416.55,147196639471.188,153512625915.287,171735223677.318,163236785802.34,168976663845.486,152982541794.042,151516560274.982,151753369491.916,135429607036.658,129088132201.846,197020241490.079,255806631391.551,288868489078.987,303860874149.007,333075462599.71,316132138757.081,329753048857.052,417365076968.257,458201514136.977,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404842116738.074,387934574098.17,335442101366.417,
Zambia,ZMB,713000000.0,696285714.285714,693142857.142857,718714285.714286,839428571.428571,1082857142.85714,1264285714.28571,1368000000.0,1605857142.85714,1965714285.71429,1825285714.28571,1687000000.0,1910714285.71429,2268714285.71429,3121833333.33333,2618666666.66667,2746714285.71429,2483000000.0,2813375000.0,3325500000.0,3829500000.0,3872666666.66667,3994777777.77778,3216307692.30769,2739444444.44444,2281258064.51613,1661948717.94872,2269894736.84211,3713614457.83133,3998637681.15942,3285217391.30435,3378882352.94118,3181921787.7095,3273237853.35689,3656647744.24858,3807067121.8609,3597220962.00017,4303281932.29365,3537683046.02331,3404311976.54941,3600683039.73254,4094480988.11931,4193845678.17033,4901839731.26571,6221077674.77871,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265559483.8548,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311590296.7021,23308667781.2258,18110631358.3114,
Zimbabwe,ZWE,1052990400.0,1096646600.0,1117601600.0,1159511700.0,1217138000.0,1311435800.0,1281749500.0,1397002000.0,1479599900.0,1747998800.0,1884206300.0,2178716300.0,2677729400.0,3309353600.0,3982161400.0,4371300700.0,4318372000.0,4364382100.0,4351600500.0,5177459400.0,6678868200.0,8011373800.0,8539700700.0,7764067000.0,6352125900.0,5637259300.0,6217523700.0,6741215100.0,7814784100.0,8286322700.0,8783816700.0,8641481700.0,6751472200.0,6563813300.0,6890675000.0,7111270700.0,8553146600.0,8529571600.0,6401968200.0,6858013100.0,6689957600.0,6777384700.0,6342116400.0,5727591800.0,5805598400.0,5755215200.0,5443896500.0,5291950100.0,4415702800.0,9665793300.0,12041655200.0,14101920300.0,17114849900.0,19091020000.0,19495519600.0,19963120600.0,20548678100.0,17584890936.6523,18115543790.7855,19284289739.0517,18051170798.941,
