Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
East Asia & Pacific (excluding high income),EAP,81340099379.7105,71608358396.3089,65391067390.1247,70837966442.384,81755910515.7791,95172561307.7021,104068674431.766,100998263728.958,102270348369.962,114786129692.145,127476519502.004,137053140340.849,155432761479.294,195567870604.126,221235501881.855,248644284100.01,252670444876.052,291627146287.114,282799101749.96,327606867403.48,378093551183.646,403616130212.323,423755699131.675,443910723456.593,480980143651.348,526413311540.018,525114962054.005,519023234516.305,575577506650.023,622474292335.701,667307249618.447,723780907945.164,811199625430.637,890446301551.683,1071505108056.31,1322018718613.96,1518341524020.31,1571916447773.56,1431662843403.83,1575562939988.43,1734536872706.2,1847324060835.99,2044199309801.86,2311612372062.79,2682207439966.27,3106708470161.02,3740559720736.22,4727620979998.3,5978667657303.16,6484362732587.08,7857940027950.89,9608210463135.21,10719126410778.1,11828349008693.6,12751243799677.6,13281198366371.3,13560237634379.5,14819322198962.2,16574964993617.6,17135404533968.4,17448894596355.7,
Early-demographic dividend,EAR,156572218952.231,157421828053.542,162173227498.597,172008884571.633,197087133558.347,213454697554.925,210618640119.655,221252513058.767,239694270033.322,267467703703.167,282765823715.35,306052683061.466,334892589744.19,428022760480.329,599556747839.007,644563089363.643,704720268627.625,787682531288.971,874826015567.221,1064063872464.67,1324020502789.41,1478872220883.68,1407100029959.6,1416060394325.43,1406421242998.77,1447474570418.16,1459414982905.87,1468133825025.12,1540917014645.54,1570644290472.99,1843572368449.89,1949119652582.7,2143894695077.66,2371982232237.22,2493622224079.65,2556650056265.38,2787832726263.13,2980538607607.11,2938537104348.85,3108675259941.91,3382436657072.22,3352802437861.73,3259894122882.2,3628140043820.06,4224829160907.64,4927043741929.12,5629128305842.12,6666488515472.58,7520370165607.46,7259977912770.57,8800252056399.51,9651875269406.52,10096217079186.6,10250908279248.5,10603415111975.0,10082377974481.9,10307820454608.6,11137608724945.9,11214753522578.3,11527336323652.6,10668243564848.3,
East Asia & Pacific,EAS,154611689864.714,155148067728.833,158364167379.201,176703755825.377,202683913715.287,225588311251.139,252070316893.776,273143444773.195,301161372620.44,346811617422.159,408839646758.664,453663314135.589,562932105713.435,741790532698.383,854593205437.261,935707011210.152,1028731493697.57,1225841554500.99,1546600931250.77,1679780956038.64,1815777516203.94,2001691421990.54,1962147974514.29,2087707953522.31,2235771025121.97,2359175049682.89,3082126024529.22,3618985808121.69,4354130148209.55,4535313537910.39,4737213308555.52,5348198198121.56,5843750214048.09,6535376655975.24,7402573595398.84,8405617990769.65,8099458906470.87,7743007591378.92,6928329072109.03,7738788543320.39,8373287271723.12,7787149556000.59,7909721655131.03,8696413712335.97,9753663765457.04,10406202861323.8,11028221541743.1,12321997172424.7,14206712231024.1,14619547692343.5,17032318785636.5,19751941337663.2,21131779106451.4,21367649737241.0,22038396030947.8,21951401205501.8,22720684963608.3,24268504216073.0,26416317598842.3,26981455514224.5,27097404937164.8,
Ecuador,ECU,2069465326.41882,1753850416.70826,1518208221.23052,1824344492.07169,2244146867.90195,2387048255.45173,2429309513.80854,2553596091.82258,2582180794.1855,3112166848.3004,2862504169.99893,2754220263.02528,3185987234.84089,3891755551.94138,6599259420.99605,7731677256.80982,9091924304.83477,11026346589.5011,11922502170.6405,14175166007.5774,17881514682.8784,21810767209.3695,19929853574.6095,17152483214.3536,16912515183.2783,17149094589.9827,15314143988.0621,13945431882.2271,13051886552.3377,13890828707.6493,15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726331000.0,99290381000.0,99937696000.0,104295862000.0,107562008000.0,108108009000.0,98808010000.0,
Euro area,EMU,244832935017.629,268965157140.85,298819018812.336,335341706018.757,373024086802.03,407740494856.14,444882672260.909,483418521497.102,518991584973.929,579332792192.932,642618088368.821,728350554974.309,879866290916.195,1142236590690.38,1295369699850.02,1501998418268.04,1567495504827.94,1782977995170.69,2183343538754.24,2644833360482.99,2962180543669.06,2574374750648.22,2492494872148.43,2431610581355.91,2332402739282.44,2396184424241.68,3362906739591.32,4159430693750.94,4574520626626.7,4672688524983.16,5880686952499.88,6114121761315.69,6745616975554.08,6172470672291.46,6515616661978.12,7515711917825.14,7604595626511.77,6952260676501.13,7149267346201.27,7113796789828.48,6479521539517.45,6590666424357.18,7166111687665.03,8842962520460.19,10141926724906.4,10519654742334.8,11174795667785.8,12862918900419.2,14101249622359.9,12887882434721.4,12629069775558.1,13619653887377.9,12638916806936.3,13191652296932.5,13490997038990.6,11669741216577.3,11964468804660.3,12646241353753.9,13692226055585.5,13413568065812.5,13021049031268.7,
Spain,ESP,12072126075.397,13834300571.4849,16138545209.246,19074913947.7196,21343844643.7341,24756958694.9238,28721062242.1634,31647119228.1982,31475548481.4095,36038711599.541,40992995008.3195,46619420359.2814,59132415221.3306,78639525985.1513,97274006345.5437,114777046376.812,118507184779.905,132449277108.434,160599687500.0,214601955875.062,232766822928.754,202807891511.984,195996754505.528,170951185614.849,172102910370.524,180793463796.477,251321075204.942,318747935588.196,376160409941.437,414757056921.996,536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634693160025.57,596877648793.072,627286800894.855,705394315829.098,905492099322.799,1067093369754.16,1153285660987.44,1259343871534.31,1472131125102.66,1625224842536.99,1485583495415.39,1420722034063.0,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1309297246509.31,1420300232663.59,1393046093137.25,1281484640043.58,
Finland,FIN,5224102195.52771,5921659485.03284,6340580854.39073,6885920328.66187,7766655085.78588,8589340019.02985,9208524504.87684,9368954010.3132,8823033880.32993,10070766720.5011,11357516987.5425,12527405512.9298,14743186119.8738,19472363466.6252,24848821490.4679,29472623242.2822,31849513771.3494,33499799321.2336,36256160288.8087,44465255686.1548,53645202422.6968,52448332874.07,52797582336.2526,50973526900.0854,52888800949.7428,55875863392.1719,73531550551.255,91594751792.2359,109058990760.483,119012054870.445,141438345513.917,127773856785.767,112532519246.084,89214114708.0254,103299943084.804,134189814814.815,132129174216.93,126912152101.707,134038718291.055,135218410398.466,125706651925.557,129421029082.774,139738377564.465,171274266365.688,197116960516.514,204809103345.355,216907539831.891,256052559540.104,284553976856.599,252496526813.004,249181190476.369,275243697751.011,258304834621.605,271285280621.373,274497230802.958,234440080998.273,240607907010.383,255016517537.983,275580448365.235,268508200125.49,269594831987.549,
Fiji,FJI,112328422.113084,116987784.913739,122906434.957814,129454728.623599,140032741.468329,147084750.031482,150603925.515853,162625885.863484,166952937.135005,182182067.703568,219878482.173564,247749327.721267,316650508.967523,425963359.355326,558589870.903674,684268280.812751,694552411.718837,719533137.126662,829239489.844119,1019743927.24662,1202567359.4132,1235665808.56541,1194122694.12269,1123107276.30285,1177997413.63384,1141123439.66713,1290228616.82408,1177908191.97685,1109976927.91722,1182686577.22645,1337024782.22702,1383843860.1247,1532401862.94079,1636074717.86224,1825763267.53637,1970347720.96992,2128696643.62574,2090184941.46983,1653160861.68714,1936484565.39399,1678239218.26553,1652464201.00149,1833279985.36741,2300453634.34962,2708078476.63012,2980484920.16558,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204229.72263,5353404422.08138,5581371847.61641,5496264766.37285,4533883782.27458,
France,FRA,62225478000.8822,67461644222.0352,75607529809.9288,84759195105.8693,94007851047.3678,101537248148.427,110045852177.928,118972977486.207,129785441507.456,141903068680.309,148456359985.827,165966615366.402,203494148244.473,264429876252.21,285552373158.756,360832186018.051,372319038514.067,410279486493.715,506707848837.209,613953129818.07,701288419745.421,615552202776.101,584877732308.614,559869179791.72,530683779929.445,553138414367.061,771470783218.108,934173305685.911,1018847043277.17,1025211803413.53,1269179616913.63,1269276828275.78,1401465923172.24,1322815612694.0,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1492647560196.04,1362248940482.77,1376465324384.79,1494286655373.61,1840480812641.08,2115742488204.62,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.6,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2588740901639.81,2789593979064.58,2728870246705.88,2630317731455.26,
Gabon,GAB,141468978.376811,167637908.489803,182796536.499917,154480244.246828,215679855.272553,226474285.587116,245849781.715943,271543680.279265,294468564.534311,318124701.048993,323802475.481029,381687073.058602,430508357.724,722780701.123338,1544216003.98425,2157592936.60731,3009409970.90463,2809349074.17711,2389479269.18832,3030251116.35966,4279637933.85136,3862269126.92681,3618007844.44908,3391275731.31859,3561451562.23576,3339914759.37275,3403638193.57905,3281797038.66566,3834503378.35497,4186411457.45694,5952293765.84468,5402919956.93831,5592390848.52647,4378645081.01769,4190819314.02958,4958845906.34769,5694040336.82571,5326816858.99586,4483417119.83928,4662992036.2073,5080483463.99928,5023265365.25169,5335451307.54323,6511903657.44009,7770219479.72648,9582783318.3881,10327598800.6713,12455410055.7483,15571349775.7848,12113699660.6799,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16867325126.5423,16874405839.7948,15316826191.5682,
United Kingdom,GBR,73233967692.1028,77741965703.3544,81247564156.8246,86561961812.3249,94407558351.1616,101824755078.991,108572752102.045,113116888210.787,107759910067.889,116464702803.218,130671946244.3,148113896325.14,169965034965.035,192537971582.558,206131369798.971,241756637168.142,232614555256.065,263066457352.172,335883029721.956,438994070309.191,564947710899.373,540765675241.158,515048916841.37,489618008185.539,461487097632.349,489285164271.047,601452653180.885,745162608269.325,910122732123.799,926884816753.927,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1346422597443.59,1421514820592.82,1559569417157.83,1653391851606.49,1685762821549.91,1662127402027.54,1643908161796.46,1784076738609.11,2057093877551.02,2421814353716.59,2544829090909.09,2717059797608.1,3106182472989.2,2938882352941.18,2425798410967.44,2491110093454.18,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,2759804061837.07,
Ghana,GHA,1217230038.26781,1302674264.19915,1382515590.06942,1540797516.79469,1731296118.87113,2053462872.38275,2126300573.17668,1747187539.20717,1666910166.289,1962051319.26134,2215029450.3805,2417107708.25317,2112292944.64142,2465492957.74648,2894409937.8882,2810106382.97872,2765254237.28814,3189428571.42857,3662478184.99127,4020227920.22792,4445228215.76763,4222441614.97432,4035994397.7591,4057275042.82903,4412279843.44423,4504342149.43471,5727602644.71472,5074829931.97279,5197840979.13416,5251764264.26802,5889174825.487,6596546195.65217,6413901601.83066,5966255778.12018,5444560669.45607,6465137614.6789,6934984709.48012,6891308593.75,7480968858.13149,7719354838.70968,4983024408.14828,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10744675209.8984,20440893017.1566,24827844949.6033,28678701891.0957,26048108185.0534,32197272797.2028,39337314809.9434,41270954737.2459,62823043706.4702,54782847752.5375,49406568432.6711,56165172898.8695,60406382898.5174,67299280679.563,68337537815.7703,68532281805.6722,
Greece,GRC,4335186016.83942,4961400439.31722,5213047711.42704,5895278024.09202,6669673257.1183,7689154053.35866,8591517943.60129,9275600800.35644,10090675902.5364,11615657031.2387,13139863636.3636,14591750000.0,16885511363.6364,22347848101.2658,25351306818.1818,28525876726.8863,31152835820.8955,36176234967.6226,44270204081.6327,54481876724.931,56829664268.5851,52346506765.0676,54617989795.9184,49428873839.0093,48020024183.7969,47820851221.3175,56379593476.1441,65652750377.4535,76261277924.5736,79169043222.8284,97891092003.4394,105143232379.884,116224672863.783,108809059155.767,116601801966.292,136878365936.167,145861612400.906,143157600149.757,144428172489.335,142540728744.939,130133845586.88,136191353914.989,153830946734.425,201924269751.693,240521261484.976,247783002114.165,273317736795.885,318497937311.799,354460802695.181,330000251458.739,296835346570.223,282625610892.477,242043151399.458,238839788899.338,235144949470.797,195604846736.019,193017030649.7,199350781053.185,211945897765.431,205144152830.847,188835201625.91,
Guatemala,GTM,1043599900.0,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652086.95652,7231963515.98174,7084399840.0,7841602824.42748,8410724360.79545,7650125217.35253,9406097735.09117,10440842165.3193,11399942453.0646,12983235568.2292,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288827158.9035,18405203853.1036,20444205991.025,21576351798.9145,23577286226.6407,26783543667.064,29744368110.9094,33567868322.6252,38503862830.6878,37125943564.9873,40676432028.5934,46876114650.4996,49593961141.7484,52996540703.5943,57852399963.7878,62186186575.7433,66053725049.0138,71654134378.5299,73208583758.9105,77020015201.3201,77604632170.5853,
Guyana,GUY,170215248.206265,185848451.262906,194948375.430205,175756868.692761,194773376.888526,213235294.117647,228705882.352941,250176470.588235,229750000.0,249300000.0,267800000.0,282050000.0,285380952.380952,307047619.047619,433954545.454545,494791666.666667,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.142857,482000000.0,489333333.333333,437631605.263158,453488372.093023,504651139.534884,354591846.938775,413799990.0,379779389.705882,396582263.291139,348533094.812165,373573141.486811,454101382.488479,540874934.201012,621626785.915493,705406001.424501,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167575.624277,726131434.715338,743064076.794567,787814379.183843,824880550.343965,2379818382.99241,2730971150.01134,3025187923.58617,3165663152.73351,3432913073.24154,3691384317.52178,4063089191.87525,4167800259.20888,4127659492.02031,4279840193.7046,4482697336.56174,4748174334.14044,4787636237.24043,5173760191.84652,5471256594.72422,
High income,HIC,1065825214102.54,1128188034935.91,1217843132009.02,1311893341604.16,1431970708991.55,1555049282673.73,1705902800720.9,1830247333724.93,1984777572186.47,2183666788201.64,2385693559028.08,2648518506839.56,3072327300298.78,3717504296906.27,4191463318144.08,4676955763028.27,5096463821884.87,5771656712371.49,6916026759959.49,7996436834083.26,8931000796741.4,9065979517111.86,8981153417377.08,9273155282580.41,9672981349910.9,10156596289699.2,12333409999971.0,14295374665577.0,16099222589342.1,16846400863842.7,18934047464171.2,20034824252848.7,21555707004501.9,21720672285316.6,23379690480191.0,25962407128942.5,26185585718941.5,25737021313481.2,25827797059405.3,27134770717541.1,27690169149650.2,27419881593647.1,28567754427145.5,32029418426389.4,35652390613343.3,37705265149435.1,39813234036055.4,43527882252178.7,46269935116424.8,43390040294277.0,45489097382327.4,49109480602797.6,49159087672430.2,49750908505726.5,50836230895596.5,48055867599598.7,49096222099382.5,51317176380343.4,54557477581503.8,55045647599804.8,53461077539109.3,
"Hong Kong SAR, China",HKG,1320796651.69457,1383681651.13776,1612346412.26475,1935298266.45384,2206466461.26434,2435078534.03141,2489845016.64894,2692474989.12571,2716964388.42418,3189740055.13982,3800766535.62088,4476001946.01486,5710107420.14394,8030117555.62033,9388663645.7588,10048022369.9141,12876366008.8077,15719433719.4337,18315007365.9713,22526035940.5921,28861759209.0191,31055409443.043,32291306281.8168,29907091339.5364,33511383985.6741,35699543050.7778,41075570591.9291,50622571586.1149,59707404560.5944,68790369107.2962,76928290841.8701,88959620135.8864,104272278634.731,120353947980.764,135812069768.646,144652912433.103,159717233621.659,177352785419.977,168886163221.567,165768095391.557,171668164082.555,169403241524.337,166349228737.386,161384522525.299,169099768875.193,181570082162.19,193536265094.364,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320837638328.846,341244161576.759,361691522612.745,363016373358.517,346585881503.635,
Honduras,HND,335650000.0,356200000.0,387750000.0,410200000.0,457000000.0,508650000.0,549950000.0,598100000.0,646800000.0,668000050.0,723000000.0,731000000.0,802999950.0,912499950.0,1034500000.0,1124000000.0,1347999950.0,1669499950.0,3097242093.22441,3544281976.29198,3968160045.98684,4043894878.58005,4266503525.61051,4476697184.85981,4915311846.48827,5278120712.5459,5677828958.90605,6190521241.46495,5902717091.54747,5432344901.77821,4923009551.51561,4648668478.56753,4943700431.07368,4926728932.95069,4642280682.14252,5347445005.21376,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61672,7103826902.2067,7565854723.75973,7775251509.62716,8140278400.9927,8772169959.31672,9672023050.30829,10841724916.9457,12275500115.7231,13789443623.162,14486159608.067,15729649158.5883,17588098574.7369,18400538859.3598,18372173380.7373,19618567249.5003,20833948799.5352,21566622849.6057,22975415842.4648,23900438563.7271,24915522849.1544,23662231633.9139,
Heavily indebted poor countries (HIPC),HPC,17418918604.5678,17870143016.8543,19448655144.0388,23465052191.1041,20962585728.5762,24482824415.1678,26660840619.3314,26116080028.8256,27635788372.7513,30708658405.8897,32187736280.0257,34658542639.3039,37748208796.2551,45656986573.3909,55656405218.6603,63584773949.1233,67510535261.3774,79369158171.322,91686116921.715,102491673118.608,109154431862.074,107907098413.385,108256480805.072,102743817092.267,102610288653.71,107746160037.277,124598247540.941,139112768211.857,138426870441.098,133718273239.045,139531995232.513,141173059636.985,131808408855.285,136773764908.826,116155124422.576,135563711307.902,146951258768.454,153029173827.969,161920043286.137,162688987080.468,176405809348.1,171487691532.601,184613196782.708,208996249945.903,240917669045.703,276870269489.579,326490264291.191,391469864166.734,465550499711.617,464073393599.316,504925441382.301,559476597826.001,579141767026.551,650020934455.225,687772113939.376,660137574454.023,668494140790.382,720193577997.662,768422112077.273,789831743959.288,797697289590.406,
Haiti,HTI,273187200.0,271066000.0,281896800.0,294883400.0,325281200.0,353251800.0,368948600.0,369124200.0,367968800.0,391820400.0,331200000.0,362800000.0,372000000.0,466800000.0,565400000.0,681400000.0,879000000.0,947000000.0,974200000.0,1080600000.0,1383800000.0,1479400000.0,1474200000.0,1623600000.0,1816200000.0,2009400000.0,2318000000.0,2047200000.0,2613926800.0,2736243800.0,3096289800.0,3473540601.82161,2257121668.19352,1878248741.04949,2167564194.7342,2813313278.81082,2907514522.92503,3338938830.01743,3723909226.86781,4153736347.44223,6813577558.17628,6331961555.40914,6058134466.75258,4826827577.08641,6036959914.72398,7184064657.2953,7518107786.51149,9522763153.81366,10485225353.1801,11597014807.3496,11859315078.7902,13008754110.8113,13708926466.2732,14902474090.615,15139264670.4225,14833154471.7456,13987693738.923,15035560372.6443,16455034352.7671,14785839382.9002,14508218017.4032,
IBRD only,IBD,322700472691.906,306433450443.965,313869362234.668,336673720648.358,381010524876.479,418195539681.201,431651396036.586,443060810011.632,467658616694.404,522036515298.51,567558272473.224,619518551406.087,697510925108.27,903180026474.742,1138413053121.52,1229689084329.55,1332611959756.09,1510008145375.38,1627591384849.45,1946257057630.12,2303527079233.39,2484312385899.63,2459794864490.24,2420257043798.88,2465210531975.78,2616274254368.71,2723018015176.29,2784985791992.89,2999848983708.77,3057898953291.07,3517668586759.41,3412877929373.59,3615396437836.77,3908994103031.26,4326037723365.27,4909654262590.31,5361806403535.15,5685409302404.44,5520376747904.09,5376190499594.49,5850631756845.23,5922388164176.1,6012382611535.17,6759359903080.76,8057540852190.02,9634690134854.8,11421555570703.5,14191882315355.9,17033135388782.2,16524646886742.6,20069233888439.9,23696138171256.5,25189109238990.9,26606911798876.8,27504267603927.4,25777855012106.7,25985815318089.0,28680103566456.8,30478923454219.6,31184076970102.0,29900583521576.8,
IDA & IBRD total,IBT,358562040053.701,346004350824.616,357147763800.883,385642096058.484,427743220231.734,470943270055.868,489294721728.619,501010538427.509,528724283045.739,590648039110.563,647824403445.199,699234383678.144,779963103591.875,996305302274.483,1265423566962.47,1383713791578.42,1492082840632.84,1683385068942.51,1825572752006.45,2176634063623.47,2576181066097.83,2899531988913.59,2850013209802.79,2740978369540.31,2757282768589.09,2919912797842.16,3030535726248.39,3121549171669.31,3321337077121.64,3376445088565.07,3865851524969.99,3766476835632.76,3966641244458.21,4250409968029.53,4665979443512.37,5301885756403.8,5802850374259.59,6144473525172.66,5988262743076.64,5858251218980.97,6385858732482.85,6460810743374.62,6589847343985.03,7401880298735.98,8813946628208.44,10519385658556.9,12476857273220.3,15427912763120.2,18509330531279.4,17986947444475.7,21735598818584.3,25368729260308.7,26954652148902.7,28527644003843.4,29559228896028.4,27795215937749.3,27944071146475.4,30704487501895.7,32623821519669.5,33422564858176.3,32139314724146.1,
IDA total,IDA,37096406469.6274,39171910997.7146,42212818826.9224,47440359754.7053,46316953286.7232,52062026811.0459,56494440043.0305,56939198532.9228,60012196796.306,67380577688.6747,78229765508.0092,78473597020.8411,81963883270.2785,94193980133.7566,127156454186.47,152154751965.272,158342814454.211,172978177919.305,196210815623.208,229028613741.998,271059625801.27,400093622091.11,377712434939.097,315907314660.179,291268949283.719,303565516144.649,308441812030.825,334782280409.293,323105151078.661,319383774588.219,347531117301.83,352859841990.484,350843316709.154,340917785955.128,338985860896.143,391247040295.405,440268369950.425,458038874342.633,467413134222.794,482223200338.152,535654571182.54,538782804038.313,578491455574.988,643575888847.538,757523444883.406,885740013010.132,1056636340693.16,1236577534288.49,1476744053810.18,1462900201705.27,1666849397681.64,1672506445983.61,1765425258525.31,1920732204966.61,2054961292101.08,2016489528845.36,1958087127898.94,2025486792815.3,2146130874749.33,2239335266065.3,2239424393002.2,
IDA blend,IDB,12063628120.6387,12910168928.611,13806056582.4186,14611896045.7606,15945498103.2841,17314123645.807,18833575076.4776,18930353850.4344,19982313523.0358,22860641668.796,31424476413.7081,29185197343.2577,32770621912.7743,34960232851.3109,50396446198.2046,57971319765.2008,69959468131.5277,73756457219.1189,80183403491.2644,98426835474.2849,126263052760.813,243040647652.815,222134579283.686,168564712354.963,144656489975.617,145317249328.696,131018168568.066,134041250452.924,137620491366.388,132645401952.216,146299215216.149,146920333042.332,147612367223.596,132706083302.744,133300774540.004,156254042006.833,172449887550.632,176072233170.503,173821114291.867,181553398240.241,206705099958.278,206387009252.693,228078647180.121,256457905377.523,312115091495.745,373173945083.138,466905156870.51,538453105772.452,639781541391.598,606746812537.828,709848482641.06,814197671741.154,900516869460.178,977960758120.661,1049228964549.63,1011433451408.63,942117764046.8,925118884014.572,966188380162.912,998391254201.582,961669400838.282,
IDA only,IDX,25827821262.1152,27069024091.7009,29292286516.5611,33956035133.7334,31226319628.8562,35798033952.699,38793754890.3107,39158109671.0212,41237121777.1611,45818566359.6974,47655485006.6525,50449482122.6459,50107543253.1852,60636761247.1301,78236195876.6439,96279276873.9879,89209070595.4895,100499425171.36,117973377478.343,132183450681.606,145286155307.161,149797853094.202,149494729911.934,144040978680.353,144684426554.237,156716125328.02,177324575981.944,201224306155.735,185373222101.844,186751485457.617,201174765534.279,206009895743.589,203210620001.848,208796426557.499,206208667122.074,235494137322.973,268527639711.616,282847769882.533,294742586847.304,301761292180.147,329945683301.963,333461752840.932,351287300727.319,388011232291.637,446159533398.083,513203312851.93,589854920780.723,698502501892.266,837509181720.933,856826761917.38,957677901673.409,858491015302.445,864900430446.951,942771446845.952,1005732327551.44,1005056077436.73,1015969363852.14,1100367908800.73,1179942494586.42,1240944011863.71,1278442378837.88,
India,IND,37029883875.4573,39232435784.0946,42161481858.7014,48421923458.7413,56480289940.8261,59554854574.7942,45865462033.91,50134942203.4467,53085455870.8227,58447995016.8493,62422483054.5173,67350988020.9041,71463193830.4064,85515269585.522,99525899115.7756,98472796457.114,102717164465.894,121487322474.298,137300295308.038,152991653792.864,186325345089.754,193490610032.1,200715145360.918,218262273410.099,212158234164.06,232511877842.041,248985994044.2,279033584092.159,296588994812.059,296042354986.126,320979026419.633,270105341879.226,288208430383.964,279296022987.919,327275583539.559,360281952716.797,392897054348.071,415867753863.874,421351477504.743,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927771.46,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2294797980509.01,2651472946374.91,2701111782775.03,2870504096717.77,2660245248867.63,
Ireland,IRL,1939329775.43739,2088012282.35667,2260349684.08625,2430843768.44553,2766608945.87402,2945704142.99765,3104034393.23162,3343636773.36759,3278584478.33023,3787077343.72783,4395995085.99509,5098250287.46646,6318060582.21873,7481173065.79201,7896860614.98803,9483808362.36934,9453756014.71837,11248340431.3779,14647996073.6937,18319334300.4513,21747855640.0712,20670190138.1671,21474752962.2178,20766047763.5314,20106648454.8404,21270013325.5601,28714571852.4799,33920518492.5094,37772896220.7559,39238392677.7542,49305632408.4929,49787501584.4847,55918538121.3989,52417477613.676,57097656065.96,69139823232.3232,75790786290.3226,82856648758.3572,90199410115.5097,98860565736.2029,99958806891.4686,109252057270.694,127985972143.798,164307961625.282,194015335237.149,211797991543.34,231986253920.462,269736375581.714,274326912260.144,235509465129.203,221659742984.75,238662833333.918,225509709550.982,238211547205.677,258625192663.58,291462799328.949,298725229419.215,334602299873.029,384853685231.018,399122063504.148,425888950992.003,
"Iran, Islamic Rep.",IRN,4199134389.9037,4426949094.8403,4693566416.48346,4928628018.38759,5379845647.70139,6197319929.04038,6789938671.75094,7555383690.16,8623172959.89803,9743089607.49587,10976245153.5894,13731801564.0908,17153463263.1086,27081698249.5083,46209092072.1383,51776222349.8869,68055295080.7538,80600122701.9632,77994316621.4814,90391877325.9285,94362275580.0229,100499312749.923,125948756439.485,156365156618.241,162276728619.519,180183629599.684,209094561833.48,134009995923.169,123057861333.908,120496362916.271,124813263926.225,,,63743623232.012,71841461172.5964,96419225743.6737,120403931885.441,113919163421.155,110276913362.508,113848450088.351,109591707802.216,126878750295.944,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,412336172446.849,416397025729.361,486807615326.147,580764902917.439,598868460912.847,460293149324.326,432687036177.818,384951479697.42,417983583565.54,445345256459.105,294356680624.658,258245497664.394,203471303952.344,
Iceland,ISL,248434096.968726,253885656.329253,284916516.159537,340061650.119898,434267936.914583,523694949.370689,628893310.399926,621225962.154708,474399471.622359,414709311.35296,526704545.454545,670251136.363636,839652164.06073,1154440252.96794,1515190595.29765,1406875081.32726,1669488389.96542,2208509076.28099,2511826196.009,2853435053.88542,3381419042.85476,3492997010.04956,3206626563.57527,2765950295.45784,2864441355.85306,2984052332.4588,3989622714.9537,5520318352.93144,6106635769.74938,5672569396.47767,6468736286.92707,6909730237.31997,7080981668.54633,6218581472.47468,6389460285.59828,7123633356.36565,7426081278.19549,7569666973.65322,8503693098.62271,8982047589.4895,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26267063757.5495,24857740445.0401,21718075725.2054,
