Year,Country,Life Expectancy,Health expenditure,GDP per capita,Obesity among adults
2006-01-01,Cote d'Ivoire,50.561,4.76330471,3222.573016,5.8
2007-01-01,Cote d'Ivoire,51.091,4.55253553,3273.45095,6.1
2008-01-01,Cote d'Ivoire,51.682,4.56873417,3418.352857,6.4
2009-01-01,Cote d'Ivoire,52.313,4.46970177,3483.632116,6.7
2010-01-01,Cote d'Ivoire,52.964,4.41580963,3680.004276,7.0
2011-01-01,Cote d'Ivoire,53.62,4.39704227,3470.929834,7.3
2012-01-01,Cote d'Ivoire,54.271,4.42740583,3558.631068,7.6
2013-01-01,Cote d'Ivoire,54.906,3.71776819,3867.323876,8.0
2014-01-01,Cote d'Ivoire,55.508,3.73104811,4319.578655,8.3
2015-01-01,Cote d'Ivoire,56.065,3.21990895,4652.889619,8.7
2000-01-01,Croatia,72.80780488,7.71451426,10683.60352,19.2
2001-01-01,Croatia,74.51292683,7.2349987,11655.64408,19.6
2002-01-01,Croatia,74.71731707,6.20509815,12769.77529,20.0
2003-01-01,Croatia,74.61390244,6.35763264,13682.12212,20.4
2004-01-01,Croatia,75.5202439,6.57048893,14675.26145,20.9
2005-01-01,Croatia,75.24463415,6.90785742,15436.64441,21.3
2006-01-01,Croatia,75.83682927,6.97907209,17595.75721,21.8
2007-01-01,Croatia,75.70560976,7.47507524,19493.23508,22.3
2008-01-01,Croatia,75.91219512,7.72871161,20921.54056,22.8
2009-01-01,Croatia,76.16829268,8.17583179,20149.50957,23.3
2010-01-01,Croatia,76.47560976,8.0887022,19967.21373,23.8
2011-01-01,Croatia,76.77560976,7.76850891,21014.7388,24.4
2012-01-01,Croatia,76.92439024,7.78380489,21397.48678,24.9
2013-01-01,Croatia,77.12682927,6.51796293,22081.09779,25.4
2014-01-01,Croatia,77.47804878,6.70013046,22325.07659,26.0
2015-01-01,Croatia,77.27560976,6.78702879,23301.27286,26.5
2000-01-01,Cyprus,78.009,5.30800056,21288.50977,16.5
2001-01-01,Cyprus,78.139,5.33940458,22861.88477,16.9
2002-01-01,Cyprus,78.264,5.61565971,23556.4082,17.2
2003-01-01,Cyprus,78.385,5.63568783,24279.67773,17.6
2004-01-01,Cyprus,78.506,5.40558147,25944.85352,18.0
2005-01-01,Cyprus,78.63,5.43580961,27763.1543,18.3
2006-01-01,Cyprus,78.764,5.46357489,30015.41406,18.7
2007-01-01,Cyprus,78.91,5.35744858,32881.54688,19.0
2008-01-01,Cyprus,79.071,6.01427698,34830.23438,19.4
2009-01-01,Cyprus,79.245,6.46531582,33884.87891,19.8
2010-01-01,Cyprus,79.43,6.51767111,33423.5,20.1
2011-01-01,Cyprus,79.621,6.44928503,33313.57813,20.5
2012-01-01,Cyprus,79.812,6.55474567,31834.51758,20.9
2013-01-01,Cyprus,79.999,6.94518471,30375.0918,21.3
2014-01-01,Cyprus,80.178,6.95228958,30080.23047,21.7
2015-01-01,Cyprus,80.35,6.75352287,31815.27344,22.2
2000-01-01,Czechia,74.96829268,5.70103025,16235.48063,22.1
2001-01-01,Czechia,75.17317073,5.86295414,17621.05413,22.5
2002-01-01,Czechia,75.22195122,6.17736149,18252.57277,22.8
2003-01-01,Czechia,75.17073171,6.52412462,19538.0704,23.2
2004-01-01,Czechia,75.72195122,6.35071039,20932.07842,23.6
2005-01-01,Czechia,75.92439024,6.34086704,22095.38785,23.9
2006-01-01,Czechia,76.52439024,6.16380167,23923.70388,24.3
2007-01-01,Czechia,76.72439024,5.98578358,26282.37549,24.7
2008-01-01,Czechia,76.97560976,6.33024883,27974.48713,25.0
2009-01-01,Czechia,77.07804878,7.248806,27761.50915,25.4
2010-01-01,Czechia,77.42439024,6.87530422,27881.968,25.8
2011-01-01,Czechia,77.87317073,6.92782688,29001.36804,26.2
2012-01-01,Czechia,78.07560976,6.97858715,29254.73127,26.6
2013-01-01,Czechia,78.17560976,7.7224946,30818.10816,27.1
2014-01-01,Czechia,78.82439024,7.59677219,32502.47535,27.6
2015-01-01,Czechia,78.57804878,7.19641542,33899.28657,28.0
2000-01-01,Denmark,76.59268293,8.10438347,28658.12496,15.1
2001-01-01,Denmark,76.79268293,8.44832611,29437.31034,15.5
2002-01-01,Denmark,76.89512195,8.70251179,30640.34562,15.9
2003-01-01,Denmark,77.14390244,8.9036293,30820.38922,16.3
2004-01-01,Denmark,77.49268293,9.00743198,32938.6921,16.8
2005-01-01,Denmark,77.84390244,9.0905695,34150.15946,17.2
2006-01-01,Denmark,78.09512195,9.16879559,37334.39016,17.5
2007-01-01,Denmark,78.19512195,9.3251543,39006.20232,17.9
2008-01-01,Denmark,78.44634146,9.51134396,41278.32683,18.3
2009-01-01,Denmark,78.59756098,10.67432022,40331.40688,18.7
2010-01-01,Denmark,79.1,10.33315945,43003.05459,19.0
2011-01-01,Denmark,79.8,10.15291023,44403.38484,19.4
2012-01-01,Denmark,80.05121951,10.24135303,44803.96824,19.8
2013-01-01,Denmark,80.3,10.16958141,46726.85414,20.1
2014-01-01,Denmark,80.7,10.17190456,47901.44736,20.5
2015-01-01,Denmark,80.70243902,10.22716618,49045.33919,20.9
2000-01-01,Ecuador,72.761,3.33109641,5832.268524,12.0
2001-01-01,Ecuador,73.078,3.75336552,6090.973482,12.4
2002-01-01,Ecuador,73.371,4.4733963,6327.228325,12.9
2003-01-01,Ecuador,73.641,5.44066668,6515.644136,13.3
2004-01-01,Ecuador,73.887,5.56659126,7119.191726,13.7
2005-01-01,Ecuador,74.112,5.59422016,7602.647804,14.1
2006-01-01,Ecuador,74.319,5.70302916,8046.431679,14.6
2007-01-01,Ecuador,74.514,5.33981323,8304.77549,15.0
2008-01-01,Ecuador,74.705,5.3773427,8853.996342,15.4
2009-01-01,Ecuador,74.895,5.6990099,8816.461721,15.9
2010-01-01,Ecuador,75.089,6.11657906,9091.306548,16.3
2011-01-01,Ecuador,75.289,6.47737551,9857.520523,16.8
2012-01-01,Ecuador,75.495,6.7622118,10311.4046,17.3
2013-01-01,Ecuador,75.707,6.80123425,11153.68521,17.8
2014-01-01,Ecuador,75.923,6.72399426,11713.17591,18.3
2015-01-01,Ecuador,76.143,7.49149466,11060.28627,18.8
2000-01-01,Egypt,68.357,4.119,5424.118729,20.9
2001-01-01,Egypt,68.602,4.92244291,5787.54213,21.4
2002-01-01,Egypt,68.796,5.40030336,6011.761323,21.9
2003-01-01,Egypt,68.961,5.5107379,6134.872156,22.4
2004-01-01,Egypt,69.116,5.2242527,6336.851671,22.9
2005-01-01,Egypt,69.271,4.85732365,6650.316968,23.4
2006-01-01,Egypt,69.434,4.92229176,7037.341176,24.0
2007-01-01,Egypt,69.608,4.84190083,7614.842917,24.6
2008-01-01,Egypt,69.788,4.44493246,8229.523278,25.2
2009-01-01,Egypt,69.971,4.46634817,8829.135251,25.8
2010-01-01,Egypt,70.159,4.37870121,9129.202625,26.5
2011-01-01,Egypt,70.349,4.1531949,9523.553039,27.2
2012-01-01,Egypt,70.543,4.35706949,9686.046264,27.9
2013-01-01,Egypt,70.736,4.71025944,11092.74326,28.7
2014-01-01,Egypt,70.928,4.91730928,11221.38039,29.5
2015-01-01,Egypt,71.117,5.02518845,10895.94317,30.2
2000-01-01,El Salvador,68.875,8.92467785,4461.821062,14.1
2001-01-01,El Salvador,69.162,8.82467365,4572.135088,14.7
2002-01-01,El Salvador,69.432,8.77833939,4688.633651,15.2
2003-01-01,El Salvador,69.68,8.4062252,4830.140086,15.8
2004-01-01,El Salvador,69.908,8.49746799,4979.220344,16.3
2005-01-01,El Salvador,70.124,8.43694401,5249.864562,16.8
2006-01-01,El Salvador,70.333,7.92342138,5621.657087,17.3
2007-01-01,El Salvador,70.542,7.63829565,5855.513241,17.8
2008-01-01,El Salvador,70.756,7.66487646,6068.935355,18.3
2009-01-01,El Salvador,70.978,8.39771748,5955.179406,18.8
2010-01-01,El Salvador,71.21,8.23629189,6127.645045,19.4
2011-01-01,El Salvador,71.449,8.14439964,6465.808489,19.9
2012-01-01,El Salvador,71.692,7.53931999,6541.216164,20.4
2013-01-01,El Salvador,71.935,7.71839237,6877.146376,20.9
2014-01-01,El Salvador,72.175,7.68152761,7233.195221,21.5
2015-01-01,El Salvador,72.412,7.63034058,7597.689174,22.1
2000-01-01,Eritrea,55.273,5.76670074,1526.846924,1.8
2001-01-01,Eritrea,55.864,5.91931629,1639.089229,1.8
2002-01-01,Eritrea,56.5,6.68851233,1641.17399,1.9
2003-01-01,Eritrea,57.191,7.33703375,1554.014751,2.0
2004-01-01,Eritrea,57.932,7.00984955,1548.161959,2.1
2005-01-01,Eritrea,58.707,6.86417818,1575.908648,2.2
2006-01-01,Eritrea,59.487,6.85840559,1558.315131,2.3
2007-01-01,Eritrea,60.243,5.27863026,1580.831377,2.4
2008-01-01,Eritrea,60.952,6.41520452,1422.094264,2.6
2009-01-01,Eritrea,61.602,5.38878536,1459.462952,2.7
2010-01-01,Eritrea,62.193,4.92946005,1485.360306,2.9
2011-01-01,Eritrea,62.732,5.21969032,1625.507673,3.0
2012-01-01,Eritrea,63.238,3.78068161,1625.513,3.2
2013-01-01,Eritrea,63.726,5.00735378,1625.513,3.4
2014-01-01,Eritrea,64.201,4.05707884,1625.784,3.6
2015-01-01,Eritrea,64.664,4.45335484,1626.37,3.8
2000-01-01,Estonia,70.41707317,5.15698433,9421.291423,19.1
2001-01-01,Estonia,70.25853659,4.77708292,10314.26282,19.3
2002-01-01,Estonia,70.90487805,4.70043564,11663.2715,19.5
2003-01-01,Estonia,71.31707317,4.85959911,13132.58072,19.7
2004-01-01,Estonia,71.9097561,5.119555,14536.34741,19.9
2005-01-01,Estonia,72.56829268,5.05801439,16634.89274,20.2
2006-01-01,Estonia,72.69146341,4.76530361,19345.31471,20.4
2007-01-01,Estonia,72.81463415,4.98330879,22195.19759,20.7
2008-01-01,Estonia,73.77073171,5.71032381,22802.34218,21.0
2009-01-01,Estonia,74.82439024,6.51218891,20477.85243,21.3
2010-01-01,Estonia,75.42926829,6.27124023,21619.45455,21.6
2011-01-01,Estonia,76.22926829,5.7667613,24557.23615,22.0
2012-01-01,Estonia,76.32682927,5.79034519,25996.04678,22.3
2013-01-01,Estonia,77.14146341,5.97791481,27464.51868,22.7
2014-01-01,Estonia,77.03414634,6.08077621,28945.46533,23.0
2015-01-01,Estonia,77.5902439,6.34629202,29175.92593,23.4
2000-01-01,Ethiopia,51.941,4.3650465,482.3357457,1.6
2001-01-01,Ethiopia,52.595,4.72316694,518.9838164,1.7
2002-01-01,Ethiopia,53.349,4.7126298,519.9319066,1.8
2003-01-01,Ethiopia,54.211,4.89970922,504.1538956,1.8
2004-01-01,Ethiopia,55.174,4.31281853,571.5659226,1.9
2005-01-01,Ethiopia,56.223,4.10098124,640.9698468,2.0
2006-01-01,Ethiopia,57.334,4.45757294,712.343569,2.2
2007-01-01,Ethiopia,58.467,5.00128365,793.3215141,2.3
2008-01-01,Ethiopia,59.581,4.28063917,871.5463026,2.4
2009-01-01,Ethiopia,60.645,4.64983416,928.3920242,2.5
2010-01-01,Ethiopia,61.627,5.46637249,1028.436486,2.7
2011-01-01,Ethiopia,62.505,4.46897888,1134.784509,2.8
2012-01-01,Ethiopia,63.281,4.53959608,1213.595972,2.9
2013-01-01,Ethiopia,63.961,4.07506514,1283.570449,3.1
2014-01-01,Ethiopia,64.547,4.03363609,1513.703236,3.3
2015-01-01,Ethiopia,65.048,3.82317114,1657.344704,3.4
2000-01-01,Finland,77.46585366,7.09253168,26784.70647,18.2
2001-01-01,Finland,77.96585366,7.25090408,27795.67493,18.6
2002-01-01,Finland,78.1195122,7.62769508,28605.12232,19.1
2003-01-01,Finland,78.36829268,7.93805122,29051.48643,19.5
2004-01-01,Finland,78.71463415,8.05912876,31201.73494,20.0
2005-01-01,Finland,78.81707317,8.28795624,32051.794,20.4
2006-01-01,Finland,79.21463415,8.2841177,34455.10533,20.8
2007-01-01,Finland,79.26341463,8.08359337,37838.34019,21.2
2008-01-01,Finland,79.56829268,8.34310627,40083.69727,21.6
2009-01-01,Finland,79.7195122,9.16122246,37972.27005,22.0
2010-01-01,Finland,79.87073171,9.14202785,38956.47222,22.4
2011-01-01,Finland,80.47073171,9.22303009,40916.83858,22.8
2012-01-01,Finland,80.62682927,9.5857954,40873.09533,23.2
2013-01-01,Finland,80.97560976,9.80534649,41493.14165,23.6
2014-01-01,Finland,81.1804878,9.78115082,41757.40219,24.0
2015-01-01,Finland,81.4804878,9.64523888,42497.70498,24.5
2000-01-01,France,79.05609756,9.58447742,26090.63447,16.8
2001-01-01,France,79.15853659,9.70562744,27490.05173,17.3
2002-01-01,France,79.26097561,10.02218628,28523.88619,17.7
2003-01-01,France,79.11463415,10.08283329,28172.69565,18.1
2004-01-01,France,80.16341463,10.16429329,29060.45099,18.5
2005-01-01,France,80.16341463,10.2148447,30498.57688,18.9
2006-01-01,France,80.81219512,10.38566494,32468.54158,19.3
2007-01-01,France,81.11219512,10.31564426,34121.34388,19.7
2008-01-01,France,81.21463415,10.50084686,35095.26568,20.0
2009-01-01,France,81.41463415,11.28756237,34678.06232,20.4
2010-01-01,France,81.66341463,11.22560215,35902.90311,20.8
2011-01-01,France,82.11463415,11.18497658,37440.63347,21.2
2012-01-01,France,81.96829268,11.29740047,37679.11891,21.6
2013-01-01,France,82.2195122,11.41635036,39523.85515,22.0
2014-01-01,France,82.7195122,11.54441643,40144.02683,22.4
2015-01-01,France,82.32195122,11.4475565,40849.99738,22.8
2000-01-01,Gabon,58.264,2.90536737,13836.61163,8.3
2001-01-01,Gabon,57.968,3.15246463,14109.87292,8.6
2002-01-01,Gabon,57.791,3.33046246,13957.8862,8.9
2003-01-01,Gabon,57.759,3.53691506,14204.42283,9.2
2004-01-01,Gabon,57.885,3.33140016,14319.1741,9.5
2005-01-01,Gabon,58.181,2.93410254,14762.54942,9.8
2006-01-01,Gabon,58.641,3.14508867,14381.46101,10.1
2007-01-01,Gabon,59.229,3.16386676,15206.47366,10.4
2008-01-01,Gabon,59.904,2.79445171,14531.70389,10.7
2009-01-01,Gabon,60.637,3.83981347,14173.60813,11.0
2010-01-01,Gabon,61.4,2.47556782,14838.64348,11.3
2011-01-01,Gabon,62.168,2.55771661,15638.74717,11.7
2012-01-01,Gabon,62.924,2.42097521,15356.23542,12.0
2013-01-01,Gabon,63.648,2.8408711,15114.37751,12.3
2014-01-01,Gabon,64.318,2.53282118,15370.96799,12.7
2015-01-01,Gabon,64.913,2.6574378,14699.53605,13.1
2000-01-01,Georgia,69.902,7.194592,3100.988403,14.4
2001-01-01,Georgia,70.065,7.16950893,3375.179089,14.8
2002-01-01,Georgia,70.22,7.81474257,3647.998924,15.1
2003-01-01,Georgia,70.349,8.02952862,4159.376204,15.5
2004-01-01,Georgia,70.451,8.08910847,4546.583845,15.9
2005-01-01,Georgia,70.538,8.07734108,5171.57736,16.4
2006-01-01,Georgia,70.635,7.63208055,5866.588877,16.9
2007-01-01,Georgia,70.765,7.4351778,6818.50985,17.3
2008-01-01,Georgia,70.946,8.44467163,7139.012454,17.9
2009-01-01,Georgia,71.18,9.56681633,6984.247646,18.4
2010-01-01,Georgia,71.46,9.07341194,7564.892257,19.0
2011-01-01,Georgia,71.773,8.0144434,8360.297207,19.7
2012-01-01,Georgia,72.097,8.04715919,9826.052753,20.3
2013-01-01,Georgia,72.412,7.88304806,10611.77412,21.0
2014-01-01,Georgia,72.707,7.90386868,11575.54721,21.7
2015-01-01,Georgia,72.973,7.42301512,12089.16941,22.5
2000-01-01,Germany,77.92682927,9.8881979,27199.04409,18.4
2001-01-01,Germany,78.32926829,9.92046165,28368.54328,18.8
2002-01-01,Germany,78.22926829,10.18365669,29178.63747,19.2
2003-01-01,Germany,78.3804878,10.40202236,29908.13953,19.7
2004-01-01,Germany,78.6804878,10.14603138,31333.8363,20.1
2005-01-01,Germany,78.93170732,10.3115406,31794.09601,20.5
2006-01-01,Germany,79.13170732,10.17961693,34160.34493,21.0
2007-01-01,Germany,79.53414634,10.05104923,36287.48224,21.4
2008-01-01,Germany,79.73658537,10.25105095,37802.38743,21.9
2009-01-01,Germany,79.83658537,11.23758507,36815.84405,22.3
2010-01-01,Germany,79.98780488,11.09557819,38952.6946,22.8
2011-01-01,Germany,80.43658537,10.77818966,42541.53109,23.3
2012-01-01,Germany,80.53902439,10.85323715,43359.61483,23.7
2013-01-01,Germany,80.4902439,10.99795437,44993.89275,24.2
2014-01-01,Germany,81.0902439,11.02157784,47011.55109,24.7
2015-01-01,Germany,80.64146341,11.18370342,47609.781,25.2
2000-01-01,Ghana,57.002,2.79087734,1769.523784,4.7
2001-01-01,Ghana,57.158,3.17252946,1836.230875,5.0
2002-01-01,Ghana,57.425,2.8882091,1901.656741,5.2
2003-01-01,Ghana,57.785,2.83229733,1990.482515,5.5
2004-01-01,Ghana,58.225,2.77140665,2105.408226,5.8
2005-01-01,Ghana,58.719,3.64265633,2242.377079,6.1
2006-01-01,Ghana,59.234,3.68296194,2397.476037,6.3
2007-01-01,Ghana,59.741,3.81368589,2503.859081,6.6
2008-01-01,Ghana,60.216,3.89917445,2714.463643,7.0
2009-01-01,Ghana,60.645,4.42220068,2792.265433,7.3
2010-01-01,Ghana,61.03,4.25117254,2974.159419,7.6
2011-01-01,Ghana,61.381,4.71008253,3379.484599,7.9
2012-01-01,Ghana,61.72,4.03214407,3781.865529,8.3
2013-01-01,Ghana,62.064,4.62300539,5294.820028,8.6
2014-01-01,Ghana,62.416,4.10044813,5568.235957,9.0
2015-01-01,Ghana,62.772,4.62171459,5206.028871,9.3
2000-01-01,Greece,77.88780488,7.24332571,19516.19722,19.6
2001-01-01,Greece,78.38780488,7.9878397,20954.78185,20.0
2002-01-01,Greece,78.64146341,8.23378086,22615.93561,20.5
2003-01-01,Greece,78.84146341,8.44915676,23896.6057,20.9
2004-01-01,Greece,79.03902439,8.09390354,25460.45274,21.4
2005-01-01,Greece,79.23902439,8.56466961,25577.52411,21.9
2006-01-01,Greece,79.43902439,8.25866985,28549.15174,22.4
2007-01-01,Greece,79.43902439,8.39808178,29320.26482,22.8
2008-01-01,Greece,79.93902439,8.82774258,30856.01184,23.3
2009-01-01,Greece,80.18780488,9.40688515,30359.14946,23.9
2010-01-01,Greece,80.38780488,9.59662342,27913.08919,24.4
2011-01-01,Greece,80.73170732,9.19330311,25671.51609,24.9
2012-01-01,Greece,80.63414634,8.92377281,24911.11963,25.4
2013-01-01,Greece,81.28536585,8.36682224,25986.65032,25.9
2014-01-01,Greece,81.38536585,7.90779018,26625.06181,26.4
2015-01-01,Greece,81.03658537,8.06892395,26760.3633,26.9
2000-01-01,Guatemala,67.849,5.39686108,4758.248081,11.3
2001-01-01,Guatemala,68.304,6.07015848,4860.75067,11.7
2002-01-01,Guatemala,68.717,6.01308298,5009.586478,12.1
2003-01-01,Guatemala,69.092,6.15313578,5126.233469,12.5
2004-01-01,Guatemala,69.437,6.26182795,5314.815602,12.9
2005-01-01,Guatemala,69.762,6.14832115,5544.676707,13.3
2006-01-01,Guatemala,70.082,6.36372948,5900.851227,13.8
2007-01-01,Guatemala,70.409,6.19192553,6318.320288,14.2
2008-01-01,Guatemala,70.75,6.08125973,6524.609737,14.7
2009-01-01,Guatemala,71.108,6.33950901,6474.796935,15.2
2010-01-01,Guatemala,71.481,6.12487125,6618.916031,15.6
2011-01-01,Guatemala,71.861,5.96316576,6910.876502,16.1
2012-01-01,Guatemala,72.236,6.07307673,7204.732938,16.6
2013-01-01,Guatemala,72.596,5.77188921,7446.588009,17.1
2014-01-01,Guatemala,72.935,5.8885684,7758.49317,17.7
2015-01-01,Guatemala,73.25,6.00602055,8194.440681,18.2
2000-01-01,Honduras,70.689,6.26817942,2588.38762,10.8
2001-01-01,Honduras,70.976,5.92998314,2647.343517,11.2
2002-01-01,Honduras,71.249,6.2445755,2718.14394,11.7
2003-01-01,Honduras,71.511,6.8900466,2825.623447,12.1
2004-01-01,Honduras,71.77,6.85484314,3007.549764,12.6
2005-01-01,Honduras,72.026,7.50086403,3211.910536,13.1
2006-01-01,Honduras,72.285,7.86318684,3447.432132,13.6
2007-01-01,Honduras,72.544,8.08494949,3675.816668,14.1
2008-01-01,Honduras,72.803,8.60362625,3820.478145,14.6
2009-01-01,Honduras,73.061,8.9959259,3673.306926,15.2
2010-01-01,Honduras,73.317,8.72536373,3778.876126,15.7
2011-01-01,Honduras,73.569,8.79187012,3928.268538,16.3
2012-01-01,Honduras,73.814,8.65655136,4032.580856,16.9
2013-01-01,Honduras,74.051,8.47723007,4142.238456,17.5
2014-01-01,Honduras,74.278,7.91455746,4452.587991,18.1
2015-01-01,Honduras,74.495,7.48378992,4823.395396,18.7
2000-01-01,Hungary,71.24634146,6.77804375,11853.17852,20.8
2001-01-01,Hungary,72.24878049,6.82614756,13207.92217,21.2
2002-01-01,Hungary,72.34878049,7.12101698,14526.38826,21.5
2003-01-01,Hungary,72.3,8.11923409,15481.32011,21.9
2004-01-01,Hungary,72.64878049,7.77005482,16272.00583,22.4
2005-01-01,Hungary,72.64878049,8.00078201,17112.20217,22.8
2006-01-01,Hungary,73.09756098,7.78737354,18389.41028,23.3
2007-01-01,Hungary,73.15121951,7.21529293,19099.85171,23.8
2008-01-01,Hungary,73.70243902,7.09688091,20727.88997,24.3
2009-01-01,Hungary,73.90487805,7.2392807,20729.78393,24.8
2010-01-01,Hungary,74.20731707,7.46319818,21751.83384,25.3
2011-01-01,Hungary,74.85853659,7.49094248,23038.80802,25.8
2012-01-01,Hungary,75.06341463,7.43017483,23275.23186,26.4
2013-01-01,Hungary,75.56585366,7.24897766,24556.71535,26.9
2014-01-01,Hungary,75.76341463,7.06011677,25699.7505,27.5
2015-01-01,Hungary,75.56829268,6.85949564,26806.59525,28.1
2000-01-01,India,62.505,4.03493214,2093.26599,1.5
2001-01-01,India,62.907,4.26278114,2205.225041,1.6
2002-01-01,India,63.304,4.24016666,2285.83901,1.7
2003-01-01,India,63.699,4.0084796,2472.993673,1.8
2004-01-01,India,64.095,3.95739222,2696.659224,1.9
2005-01-01,India,64.5,3.79116249,2954.546053,2.0
2006-01-01,India,64.918,3.63477802,3240.736555,2.1
2007-01-01,India,65.35,3.51754165,3529.62081,2.3
2008-01-01,India,65.794,3.51468062,3654.427508,2.4
2009-01-01,India,66.244,3.48537874,3911.434281,2.5
2010-01-01,India,66.693,3.27211905,4237.208788,2.7
2011-01-01,India,67.13,3.24634194,4493.669466,2.9
2012-01-01,India,67.545,3.32935309,4861.156152,3.0
2013-01-01,India,67.931,3.74944162,5057.233414,3.2
2014-01-01,India,68.286,3.61956549,5233.882343,3.4
2015-01-01,India,68.607,3.59565997,5464.859178,3.6
2000-01-01,Indonesia,65.772,1.85297656,4738.554777,2.4
2001-01-01,Indonesia,66.037,2.1185019,4953.613592,2.6
2002-01-01,Indonesia,66.321,1.98062718,5186.301459,2.8
2003-01-01,Indonesia,66.631,2.24837184,5467.231552,3.0
2004-01-01,Indonesia,66.969,2.12002277,5817.83337,3.2
2005-01-01,Indonesia,67.334,2.53189397,6257.657476,3.4
2006-01-01,Indonesia,67.717,2.6194644,6715.707869,3.7
2007-01-01,Indonesia,68.105,2.82385564,7238.369541,3.9
2008-01-01,Indonesia,68.485,2.54842281,7718.025586,4.2
2009-01-01,Indonesia,68.853,2.62324095,8019.730683,4.5
2010-01-01,Indonesia,69.205,2.7908783,8506.680565,4.8
2011-01-01,Indonesia,69.542,2.98942471,9095.741723,5.1
2012-01-01,Indonesia,69.866,2.91427088,9713.900487,5.4
2013-01-01,Indonesia,70.179,2.86934805,10067.46574,5.8
2014-01-01,Indonesia,70.481,2.96433592,10278.17731,6.2
2015-01-01,Indonesia,70.768,2.92428517,10247.20634,6.5
2000-01-01,Iran,69.813,4.643,10158.45298,14.6
2001-01-01,Iran,70.176,4.77719402,10858.044,15.0
2002-01-01,Iran,70.553,5.40086508,11227.00058,15.4
2003-01-01,Iran,70.921,4.77904272,12170.06762,15.8
2004-01-01,Iran,71.265,5.16859722,13316.53508,16.3
2005-01-01,Iran,71.592,5.16670179,14095.60746,16.9
2006-01-01,Iran,71.917,5.38635683,14826.935,17.5
2007-01-01,Iran,72.257,5.29366922,15868.37823,18.1
2008-01-01,Iran,72.626,5.06425858,17433.23649,18.8
2009-01-01,Iran,73.027,5.29006815,17618.50252,19.5
2010-01-01,Iran,73.457,6.50478983,17712.53848,20.3
2011-01-01,Iran,73.905,6.69382286,18749.33704,21.1
2012-01-01,Iran,74.352,6.57423449,19415.61396,22.0
2013-01-01,Iran,74.776,6.58410263,17153.0675,22.8
2014-01-01,Iran,75.162,5.93868208,16351.70173,23.7
2015-01-01,Iran,75.502,6.75900412,16210.91989,24.6
2000-01-01,Iraq,69.082,2.006,11045.90313,18.9
2001-01-01,Iraq,68.983,2.01,11156.33896,19.3
2002-01-01,Iraq,68.827,2.229,10099.37219,19.7
2003-01-01,Iraq,68.636,2.99196076,6342.118087,20.2
2004-01-01,Iraq,68.437,3.84302664,9734.703574,20.6
2005-01-01,Iraq,68.266,2.89739919,9977.128043,21.1
2006-01-01,Iraq,68.157,2.42247868,10657.53857,21.6
2007-01-01,Iraq,68.13,3.10637736,10966.90886,22.2
2008-01-01,Iraq,68.19,3.03573871,11894.71008,22.7
2009-01-01,Iraq,68.34,3.76825881,12124.5765,23.2
2010-01-01,Iraq,68.567,3.23055601,12718.4112,23.8
2011-01-01,Iraq,68.848,2.79131818,13515.54593,24.4
2012-01-01,Iraq,69.148,2.69039416,15163.35014,25.0
2013-01-01,Iraq,69.437,2.81939769,15535.34598,25.6
2014-01-01,Iraq,69.7,2.79654908,13888.07638,26.2
2015-01-01,Iraq,69.929,3.14434433,9763.90409,26.8
2000-01-01,Ireland,76.53658537,5.90420008,30205.65723,16.2
2001-01-01,Ireland,77.13414634,6.39664602,32567.28217,16.7
2002-01-01,Ireland,77.63414634,6.67468452,35222.02872,17.3
2003-01-01,Ireland,78.13902439,7.0096755,36283.12084,17.9
2004-01-01,Ireland,78.53902439,7.22300482,38733.34969,18.4
2005-01-01,Ireland,78.94390244,7.64583445,40466.23435,19.1
2006-01-01,Ireland,79.24146341,7.51655483,44232.37305,19.7
2007-01-01,Ireland,79.64146341,7.80535555,46773.4866,20.4
2008-01-01,Ireland,80.09512195,9.10927963,44169.09434,21.0
2009-01-01,Ireland,80.1902439,10.5062685,41471.07998,21.7
2010-01-01,Ireland,80.74390244,10.50632477,43203.12008,22.4
2011-01-01,Ireland,80.74634146,10.676898,45080.1887,23.2
2012-01-01,Ireland,80.84634146,10.65266323,46361.46369,23.9
2013-01-01,Ireland,80.94878049,10.29696083,47830.63089,24.7
2014-01-01,Ireland,81.34878049,9.53489971,51098.26668,25.4
2015-01-01,Ireland,81.45365854,7.31605005,69028.77272,26.2
2000-01-01,Israel,78.95365854,6.7833848,24951.21757,20.9
2001-01-01,Israel,79.40731707,7.20983076,24944.63173,21.2
2002-01-01,Israel,79.45121951,7.13073444,25230.01157,21.6
2003-01-01,Israel,79.64878049,7.06917286,23845.31292,21.9
2004-01-01,Israel,80.14634146,7.01328945,25238.88078,22.3
2005-01-01,Israel,80.15121951,7.11729813,24853.77787,22.6
2006-01-01,Israel,80.55365854,6.9061389,25700.93836,23.0
2007-01-01,Israel,80.50487805,6.88173389,27513.14313,23.4
2008-01-01,Israel,80.95121951,6.96061993,27510.03985,23.8
2009-01-01,Israel,81.40487805,7.06538868,27461.86198,24.2
2010-01-01,Israel,81.60243902,7.01663876,28840.04535,24.5
2011-01-01,Israel,81.65609756,6.99058676,30636.35238,24.9
2012-01-01,Israel,81.70487805,7.11508703,31846.35583,25.3
2013-01-01,Israel,82.05609756,7.07797098,34324.37815,25.6
2014-01-01,Israel,82.15365854,7.14262056,34366.18102,25.9
2015-01-01,Israel,82.05121951,7.09919786,35469.9502,26.3
